USM,UPM,FACTOR,REGION,ZONA,tipo.viv,NivInst,x,y,tipoViv,FACTORlog,y_w,FACTORcounts,ylogc,ylogcpred,ypred
9,1075,136,6,2,2,2,0,100500,2,-0.0671033967106025,13668000,1075,-1.8818180070012094,-0.07680319227500168,611046.1829911408
10,1075,136,6,2,2,1,0,370735,2,-0.0671033967106025,50419960,1075,-0.5764882128307729,-0.07680319227500168,611046.1829911408
12,1075,136,6,2,3,0,0,351450,3,-0.0671033967106025,47797200,1075,-0.6299082808784249,-0.07680319227500168,611046.1829911408
1,1076,136,6,2,2,2,0,620100,2,-0.0671033967106025,84333600,1076,-0.06209497914450779,-0.07680319227500168,611046.1829911408
2,1076,136,6,2,2,2,0,538625,2,-0.0671033967106025,73253000,1076,-0.20295613856433725,-0.07680319227500168,611046.1829911408
3,1076,136,6,2,2,2,0,300000,2,-0.0671033967106025,40800000,1076,-0.7881932598441388,-0.07680319227500168,611046.1829911408
4,1076,136,6,2,2,2,0,1468800,2,-0.0671033967106025,199756800,1076,0.8002252853658867,-0.07680319227500168,611046.1829911408
5,1076,136,6,2,2,1,0,931750,2,-0.0671033967106025,126718000,1076,0.34508880385902785,-0.07680319227500168,611046.1829911408
6,1076,136,6,2,2,1,0,863402,2,-0.0671033967106025,117422672,1076,0.2689046650417968,-0.07680319227500168,611046.1829911408
7,1076,136,6,2,3,2,0,649458.3333333334,3,-0.0671033967106025,88326333.33333334,1076,-0.015837052359234605,-0.07680319227500168,611046.1829911408
8,1076,136,6,2,2,7,0,687136.6666666667,2,-0.0671033967106025,93450586.66666667,1076,0.04055747049456393,-0.07680319227500168,611046.1829911408
9,1076,136,6,2,2,2,0,633750,2,-0.0671033967106025,86190000,1076,-0.04032117959494741,-0.07680319227500168,611046.1829911408
10,1076,136,6,2,2,2,0,566611.6666666667,2,-0.0671033967106025,77059186.66666667,1076,-0.152301556658184,-0.07680319227500168,611046.1829911408
1,1077,142,6,2,2,0,0,363333.3333333334,2,-0.023931224845394006,51593333.333333336,1077,-0.5966550479452604,-0.04133953322095743,633104.9468913472
2,1077,142,6,2,2,6,0,2041316.6666666667,2,-0.023931224845394006,289866966.6666667,1077,1.129374568977493,-0.04133953322095743,633104.9468913472
3,1077,142,6,2,2,1,0,693333.3333333335,2,-0.023931224845394006,98453333.33333336,1077,0.04953514952691407,-0.04133953322095743,633104.9468913472
4,1077,142,6,2,2,2,0,446525,2,-0.023931224845394006,63406550,1077,-0.39048034470979154,-0.04133953322095743,633104.9468913472
5,1077,142,6,2,2,7,0,3022500,2,-0.023931224845394006,429195000,1077,1.5218638479886089,-0.04133953322095743,633104.9468913472
6,1077,142,6,2,2,2,0,273000,2,-0.023931224845394006,38766000,1077,-0.8825039393153791,-0.04133953322095743,633104.9468913472
7,1077,142,6,2,2,2,0,1425850,2,-0.023931224845394006,202470700,1077,0.7705476716003012,-0.04133953322095743,633104.9468913472
8,1077,142,6,2,2,2,0,3055258.4,2,-0.023931224845394006,433846692.8,1077,1.5326437161798374,-0.04133953322095743,633104.9468913472
10,1077,142,6,2,2,2,9013.333333333332,422121.8333333333,2,-0.023931224845394006,59941300.33333333,1077,-0.44668175755011674,-0.04133953322095743,633104.9468913472
11,1077,142,6,2,2,1,0,344235,2,-0.023931224845394006,48881370,1077,-0.6506511708256539,-0.04133953322095743,633104.9468913472
12,1077,142,6,2,2,2,0,657200,2,-0.023931224845394006,93322400,1077,-0.003987348337226138,-0.04133953322095743,633104.9468913472
1,1078,137,6,2,2,0,0,2907666.6666666665,2,-0.05977735661852979,398350333.3333333,1078,1.4831304712647686,-0.07080132190491373,614724.6307125668
2,1078,137,6,2,2,2,0,679013.8020833334,2,-0.05977735661852979,93024890.88541667,1078,0.028665719925893285,-0.07080132190491373,614724.6307125668
3,1078,137,6,2,2,1,0,648725,2,-0.05977735661852979,88875325,1078,-0.016966836408229824,-0.07080132190491373,614724.6307125668
4,1078,137,6,2,2,0,0,591480,2,-0.05977735661852979,81032760,1078,-0.10934786399505292,-0.07080132190491373,614724.6307125668
5,1078,137,6,2,2,1,0,326400,2,-0.05977735661852979,44716800,1078,-0.703852111410388,-0.07080132190491373,614724.6307125668
6,1078,137,6,2,2,2,0,1080793.3333333333,2,-0.05977735661852979,148068686.66666666,1078,0.49347488385620863,-0.07080132190491373,614724.6307125668
7,1078,137,6,2,2,3,0,728000,2,-0.05977735661852979,99736000,1078,0.09832531369634623,-0.07080132190491373,614724.6307125668
8,1078,137,6,2,2,1,0,211552,2,-0.05977735661852979,28982624,1078,-1.1375049033491713,-0.07080132190491373,614724.6307125668
9,1078,137,6,2,2,1,0,771333.3333333335,2,-0.05977735661852979,105672666.66666669,1078,0.1561448845851725,-0.07080132190491373,614724.6307125668
10,1078,137,6,2,2,3,0,813978.3333333333,2,-0.05977735661852979,111515031.66666666,1078,0.20995801362133015,-0.07080132190491373,614724.6307125668
12,1078,137,6,2,2,0,0,56000,2,-0.05977735661852979,7672000,1078,-2.46662404376519,-0.07080132190491373,614724.6307125668
1,1079,146,6,2,2,1,0,382395,2,0.003848339261681488,55829670,1079,-0.5455216287223834,-0.018404903088628327,647792.7606645807
2,1079,146,6,2,2,2,0,548166.6666666666,2,0.003848339261681488,80032333.33333333,1079,-0.1853963575393376,-0.018404903088628327,647792.7606645807
3,1079,146,6,2,2,2,0,200000,2,0.003848339261681488,29200000,1079,-1.1936583679523025,-0.018404903088628327,647792.7606645807
5,1079,146,6,2,2,2,0,445041,2,0.003848339261681488,64975986,1079,-0.39380932174679195,-0.018404903088628327,647792.7606645807
6,1079,146,6,2,2,0,0,121500,2,0.003848339261681488,17739000,1079,-1.692061471719736,-0.018404903088628327,647792.7606645807
7,1079,146,6,2,2,0,0,626910,2,0.003848339261681488,91528860,1079,-0.051172744840222606,-0.018404903088628327,647792.7606645807
8,1079,146,6,2,2,3,0,462702.6,2,0.003848339261681488,67554579.6,1079,-0.3548912194114724,-0.018404903088628327,647792.7606645807
9,1079,146,6,2,2,1,0,391802.5,2,0.003848339261681488,57203165,1079,-0.5212178482037224,-0.018404903088628327,647792.7606645807
10,1079,146,6,2,2,1,0,530404,2,0.003848339261681488,77438984,1079,-0.21833675417899379,-0.018404903088628327,647792.7606645807
11,1079,146,6,2,2,0,0,173200,2,0.003848339261681488,25287200,1079,-1.3375287383720043,-0.018404903088628327,647792.7606645807
12,1079,146,6,2,2,1,0,216500,2,0.003848339261681488,31609000,1079,-1.1143851870577954,-0.018404903088628327,647792.7606645807
2,1080,146,6,2,3,1,0,585915,3,0.003848339261681488,85543590,1080,-0.1188010066388081,-0.018404903088628327,647792.7606645807
3,1080,146,6,2,2,4,0,650000,2,0.003848339261681488,94900000,1080,-0.015003371610657013,-0.018404903088628327,647792.7606645807
4,1080,146,6,2,2,2,0,516750,2,0.003848339261681488,75445500,1080,-0.2444165359384627,-0.018404903088628327,647792.7606645807
5,1080,146,6,2,2,1,0,486021.88333333336,2,0.003848339261681488,70959194.96666667,1080,-0.30572208417870783,-0.018404903088628327,647792.7606645807
6,1080,146,6,2,2,1,0,407811.5,2,0.003848339261681488,59540479,1080,-0.48117067665951296,-0.018404903088628327,647792.7606645807
7,1080,146,6,2,2,0,0,195000,2,0.003848339261681488,28470000,1080,-1.218976175936593,-0.018404903088628327,647792.7606645807
8,1080,146,6,2,2,1,0,569679,2,0.003848339261681488,83173134,1080,-0.1469026901994468,-0.018404903088628327,647792.7606645807
9,1080,146,6,2,2,3,0,650000,2,0.003848339261681488,94900000,1080,-0.015003371610657013,-0.018404903088628327,647792.7606645807
10,1080,146,6,2,2,1,0,495000,2,0.003848339261681488,72270000,1080,-0.2874179719316494,-0.018404903088628327,647792.7606645807
11,1080,146,6,2,2,2,0,1030015,2,0.003848339261681488,150382190,1080,0.4453529097240967,-0.018404903088628327,647792.7606645807
12,1080,146,6,2,2,2,0,29500,2,0.003848339261681488,4307000,1080,-3.1075854711545645,-0.018404903088628327,647792.7606645807
1,1081,132,6,2,2,2,0,712055,2,-0.09695635986028428,93991260,1081,0.07617942111923703,-0.10121433536825934,596310.4371320407
2,1081,132,6,2,3,2,0,673300,3,-0.09695635986028428,88875600,1081,0.020215261050894995,-0.10121433536825934,596310.4371320407
3,1081,132,6,2,2,3,0,663000,2,-0.09695635986028428,87516000,1081,0.004799255685522752,-0.10121433536825934,596310.4371320407
4,1081,132,6,2,2,2,0,426725,2,-0.09695635986028428,56327700,1081,-0.43583595684994236,-0.10121433536825934,596310.4371320407
5,1081,132,6,2,2,1,0,343000,2,-0.09695635986028428,45276000,1081,-0.6542452873343994,-0.10121433536825934,596310.4371320407
6,1081,132,6,2,2,2,0,332000,2,-0.09695635986028428,43824000,1081,-0.6868407655838507,-0.10121433536825934,596310.4371320407
7,1081,132,6,2,2,1,0,345400,2,-0.09695635986028428,45592800,1081,-0.647272568787761,-0.10121433536825934,596310.4371320407
8,1081,132,6,2,2,1,0,382000,2,-0.09695635986028428,50424000,1081,-0.5465551258937644,-0.10121433536825934,596310.4371320407
9,1081,132,6,2,2,1,0,712666.6666666667,2,-0.09695635986028428,94072000.00000001,1081,0.0770380684165417,-0.10121433536825934,596310.4371320407
10,1081,132,6,2,2,3,0,481000,2,-0.09695635986028428,63492000,1081,-0.31610846439457774,-0.10121433536825934,596310.4371320407
11,1081,132,6,2,2,0,0,183900,2,-0.09695635986028428,24274800,1081,-1.277583602890065,-0.10121433536825934,596310.4371320407
12,1081,132,6,2,3,1,104000,440000,3,-0.09695635986028428,58080000,1081,-0.40520100758803324,-0.10121433536825934,596310.4371320407
1,1082,147,6,2,2,2,0,180000,2,0.010674304332081164,26460000,1082,-1.2990188836101293,-0.012825482682632311,651417.1704629855
2,1082,147,6,2,2,4,0,1910666.6666666667,2,0.010674304332081164,280868000,1082,1.063231765779614,-0.012825482682632311,651417.1704629855
3,1082,147,6,2,2,3,0,1150326.6666666667,2,0.010674304332081164,169098020,1082,0.5558255044911444,-0.012825482682632311,651417.1704629855
4,1082,147,6,2,2,2,0,1129106.6666666665,2,0.010674304332081164,165978679.99999997,1082,0.5372063040763457,-0.012825482682632311,651417.1704629855
5,1082,147,6,2,2,0,0,577282.5,2,0.010674304332081164,84860527.5,1082,-0.1336439864214114,-0.012825482682632311,651417.1704629855
6,1082,147,6,2,2,7,34666.66666666667,1611133.3333333335,2,0.010674304332081164,236836600.00000003,1082,0.8927174095804311,-0.012825482682632311,651417.1704629855
7,1082,147,6,2,2,1,0,100000,2,0.010674304332081164,14700000,1082,-1.886805548512248,-0.012825482682632311,651417.1704629855
8,1082,147,6,2,2,2,117866.66666666669,977022.0000000002,2,0.010674304332081164,143622234.00000003,1082,0.39253343520089423,-0.012825482682632311,651417.1704629855
9,1082,147,6,2,2,4,0,195000,2,0.010674304332081164,28665000,1082,-1.218976175936593,-0.012825482682632311,651417.1704629855
10,1082,147,6,2,2,3,0,86000,2,0.010674304332081164,12642000,1082,-2.0376284382468324,-0.012825482682632311,651417.1704629855
11,1082,147,6,2,2,2,0,367692,2,0.010674304332081164,54050724,1082,-0.584730103296808,-0.012825482682632311,651417.1704629855
1,1083,134,6,2,2,1,0,686000,2,-0.08191848249574374,91924000,1083,0.03890189322554605,-0.08888774266212693,603706.4028977863
2,1083,134,6,2,2,7,0,1833333.3333333333,2,-0.08191848249574374,245666666.66666666,1083,1.0219153480521133,-0.08888774266212693,603706.4028977863
3,1083,134,6,2,2,2,0,281666.6666666667,2,-0.08191848249574374,37743333.333333336,1083,-0.8512513958112748,-0.08888774266212693,603706.4028977863
4,1083,134,6,2,2,0,0,704166.6666666665,2,-0.08191848249574374,94358333.33333331,1083,0.06503933606287937,-0.08888774266212693,603706.4028977863
6,1083,134,6,2,2,2,0,281450,2,-0.08191848249574374,37714300,1083,-0.8520209225903042,-0.08888774266212693,603706.4028977863
7,1083,134,6,2,2,3,0,966712.5,2,-0.08191848249574374,129539475,1083,0.38192540547522214,-0.08888774266212693,603706.4028977863
8,1083,134,6,2,2,2,0,1887058.3333333333,2,-0.08191848249574374,252865816.66666666,1083,1.0507987236566123,-0.08888774266212693,603706.4028977863
9,1083,134,6,2,2,2,0,548166.6666666666,2,-0.08191848249574374,73454333.33333333,1083,-0.1853963575393376,-0.08888774266212693,603706.4028977863
10,1083,134,6,2,2,2,173333.33333333337,2324375.8000000003,2,-0.08191848249574374,311466357.20000005,1083,1.2592310743574782,-0.08888774266212693,603706.4028977863
1,1084,140,6,2,2,1,0,1034583.3333333334,2,-0.038115859837350996,144841666.6666667,1084,0.44977831365392795,-0.05307762745594931,625716.9467133654
2,1084,140,6,2,3,2,0,541666.6666666666,3,-0.038115859837350996,75833333.33333333,1084,-0.1973249284046119,-0.05307762745594931,625716.9467133654
3,1084,140,6,2,2,7,0,3889166.666666667,2,-0.038115859837350996,544483333.3333334,1084,1.7739744546555212,-0.05307762745594931,625716.9467133654
4,1084,140,6,2,2,2,0,275000,2,-0.038115859837350996,38500000,1084,-0.875204636833768,-0.05307762745594931,625716.9467133654
5,1084,140,6,2,2,2,436800,484800,2,-0.038115859837350996,67872000,1084,-0.30823929974523523,-0.05307762745594931,625716.9467133654
6,1084,140,6,2,2,3,0,538000,2,-0.038115859837350996,75320000,1084,-0.20411717433855436,-0.05307762745594931,625716.9467133654
7,1084,140,6,2,2,7,197600,2223433.3333333335,2,-0.038115859837350996,311280666.6666667,1084,1.2148320922410072,-0.05307762745594931,625716.9467133654
8,1084,140,6,2,2,1,0,100000,2,-0.038115859837350996,14000000,1084,-1.886805548512248,-0.05307762745594931,625716.9467133654
9,1084,140,6,2,2,1,0,339833.3333333334,2,-0.038115859837350996,47576666.66666667,1084,-0.6635204331539395,-0.05307762745594931,625716.9467133654
10,1084,140,6,2,2,0,0,98000,2,-0.038115859837350996,13720000,1084,-1.9070082558297674,-0.05307762745594931,625716.9467133654
11,1084,140,6,2,3,1,0,390000,3,-0.038115859837350996,54600000,1084,-0.5258289953766475,-0.05307762745594931,625716.9467133654
12,1084,140,6,2,3,3,0,413400,3,-0.038115859837350996,57876000,1084,-0.4675600872526715,-0.05307762745594931,625716.9467133654
1,1085,132,6,2,6,0,0,190800,6,-0.09695635986028428,25185600,1085,-1.2407499754861533,-0.10121433536825934,596310.4371320407
2,1085,132,6,2,6,0,0,104000,6,-0.09695635986028428,13728000,1085,-1.8475848353589672,-0.10121433536825934,596310.4371320407
3,1085,132,6,2,6,1,0,397983.5,6,-0.09695635986028428,52533822,1085,-0.5055651873617109,-0.10121433536825934,596310.4371320407
4,1085,132,6,2,2,2,0,455800,2,-0.09695635986028428,60165600,1085,-0.369921617688755,-0.10121433536825934,596310.4371320407
5,1085,132,6,2,2,1,0,437920.9234887353,2,-0.09695635986028428,57805561.90051306,1085,-0.4099373804032531,-0.10121433536825934,596310.4371320407
6,1085,132,6,2,2,1,0,122500,2,-0.09695635986028428,16170000,1085,-1.6838647045155586,-0.10121433536825934,596310.4371320407
7,1085,132,6,2,2,2,0,426500,2,-0.09695635986028428,56298000,1085,-0.43636336756860494,-0.10121433536825934,596310.4371320407
8,1085,132,6,2,2,5,0,25500,2,-0.09695635986028428,3366000,1085,-3.253297282335959,-0.10121433536825934,596310.4371320407
9,1085,132,6,2,2,3,5200,557700,2,-0.09695635986028428,73616400,1085,-0.16815455110483057,-0.10121433536825934,596310.4371320407
10,1085,132,6,2,2,2,0,758333.3333333335,2,-0.09695635986028428,100100000.00000001,1085,0.13914730821660193,-0.10121433536825934,596310.4371320407
11,1085,132,6,2,2,3,17333.333333333336,1227416.6666666665,2,-0.09695635986028428,162018999.99999997,1085,0.6206912342012032,-0.10121433536825934,596310.4371320407
12,1085,132,6,2,2,4,0,155000,2,-0.09695635986028428,20460000,1085,-1.448550617581093,-0.10121433536825934,596310.4371320407
1,1086,162,6,2,2,4,0,800316.6666666667,2,0.10783805278572878,129651300.00000001,1086,0.1930317481795747,0.06692660688951442,705496.8747103459
2,1086,162,6,2,2,2,86666.66666666667,519999.99999999994,2,0.10783805278572878,84239999.99999999,1086,-0.23814692292486583,0.06692660688951442,705496.8747103459
3,1086,162,6,2,2,1,0,592275,2,0.10783805278572878,95948550,1086,-0.10800468044858569,0.06692660688951442,705496.8747103459
4,1086,162,6,2,2,2,166400,1179126.1904761903,2,0.10783805278572878,191018442.85714284,1086,0.5805531920959588,0.06692660688951442,705496.8747103459
5,1086,162,6,2,2,2,0,88500,2,0.10783805278572878,14337000,1086,-2.0089731824864554,0.06692660688951442,705496.8747103459
8,1086,162,6,2,2,4,0,1126202.2602482485,2,0.10783805278572878,182444766.16021624,1086,0.5346306852869525,0.06692660688951442,705496.8747103459
9,1086,162,6,2,2,2,0,499550,2,0.10783805278572878,80927100,1086,-0.27826804132131144,0.06692660688951442,705496.8747103459
10,1086,162,6,2,2,1,0,399675,2,0.10783805278572878,64747350,1086,-0.5013240176493845,0.06692660688951442,705496.8747103459
11,1086,162,6,2,2,0,176800,176800,2,0.10783805278572878,28641600,1086,-1.316956584296797,0.06692660688951442,705496.8747103459
12,1086,162,6,2,1,3,0,1136000,1,0.10783805278572878,184032000,1086,0.5432928647807564,0.06692660688951442,705496.8747103459
1,1087,165,6,2,2,3,0,798180,2,0.12618719145392543,131699700,1087,0.19035840142353067,0.08193304529167063,716163.7054991325
2,1087,165,6,2,2,0,0,791025,2,0.12618719145392543,130519125,1087,0.18135383833044827,0.08193304529167063,716163.7054991325
3,1087,165,6,2,2,1,0,1454028.1122685703,2,0.12618719145392543,239914638.5243141,1087,0.7901172578412723,0.08193304529167063,716163.7054991325
4,1087,165,6,2,2,0,5200,1132499.3333333335,2,0.12618719145392543,186862390.00000003,1087,0.5402065341885383,0.08193304529167063,716163.7054991325
6,1087,165,6,2,2,4,1248000,1248000,2,0.12618719145392543,205920000,1087,0.6373218144290327,0.08193304529167063,716163.7054991325
8,1087,165,6,2,2,1,0,227000,2,0.12618719145392543,37455000,1087,-1.0670257170189377,0.08193304529167063,716163.7054991325
10,1087,165,6,2,2,1,0,466370,2,0.12618719145392543,76951050,1087,-0.3469964240028176,0.08193304529167063,716163.7054991325
11,1087,165,6,2,2,1,0,450666.66666666674,2,0.12618719145392543,74360000.00000001,1087,-0.38124776656554005,0.08193304529167063,716163.7054991325
12,1087,165,6,2,2,1,0,2636000,2,0.12618719145392543,434940000,1087,1.3850421611220582,0.08193304529167063,716163.7054991325
1,1088,170,6,2,2,3,0,845000,2,0.1560401546036072,143650000,1088,0.24736089285683427,0.1064164788540061,733914.2626068509
2,1088,170,6,2,2,3,0,1611263.8333333333,2,0.1560401546036072,273914851.6666666,1088,0.8927984051829725,0.1064164788540061,733914.2626068509
3,1088,170,6,2,2,7,0,1006475.1,2,0.1560401546036072,171100767,1088,0.42223377107825755,0.1064164788540061,733914.2626068509
4,1088,170,6,2,2,1,0,690199.9,2,0.1560401546036072,117333983,1088,0.04500553127801332,0.1064164788540061,733914.2626068509
7,1088,170,6,2,2,0,0,492916.66666666674,2,0.1560401546036072,83795833.33333334,1088,-0.2916356078758522,0.1064164788540061,733914.2626068509
8,1088,170,6,2,2,1,0,320666.6666666667,2,0.1560401546036072,54513333.333333336,1088,-0.7215735725027432,0.1064164788540061,733914.2626068509
10,1088,170,6,2,2,3,0,484960,2,0.1560401546036072,82443200,1088,-0.3079093211908468,0.1064164788540061,733914.2626068509
11,1088,170,6,2,2,2,0,795992.2969737528,2,0.1560401546036072,135318690.48553798,1088,0.1876137741285664,0.1064164788540061,733914.2626068509
12,1088,170,6,2,2,1,0,1866100,2,0.1560401546036072,317237000,1088,1.0396302360390859,0.1064164788540061,733914.2626068509
1,1089,132,6,2,2,2,0,396218.33333333326,2,-0.09695635986028428,52300819.99999999,1089,-0.5100103283803161,-0.10121433536825934,596310.4371320407
2,1089,132,6,2,2,3,0,755516.6666666665,2,-0.09695635986028428,99728199.99999999,1089,0.13542610741474803,-0.10121433536825934,596310.4371320407
5,1089,132,6,2,2,1,0,75000,2,-0.09695635986028428,9900000,1089,-2.1744876209640296,-0.10121433536825934,596310.4371320407
6,1089,132,6,2,2,2,19066.666666666664,1833650,2,-0.09695635986028428,242041800,1089,1.022088060409203,-0.10121433536825934,596310.4371320407
7,1089,132,6,2,2,2,0,95000,2,-0.09695635986028428,12540000,1089,-1.938098842899798,-0.10121433536825934,596310.4371320407
8,1089,132,6,2,2,2,0,440500,2,-0.09695635986028428,58146000,1089,-0.4040652891241052,-0.10121433536825934,596310.4371320407
9,1089,132,6,2,2,1,0,595000,2,-0.09695635986028428,78540000,1089,-0.10341432895470959,-0.10121433536825934,596310.4371320407
10,1089,132,6,2,2,1,0,197166.66666666663,2,-0.09695635986028428,26025999.999999996,1089,-1.2079263397500082,-0.10121433536825934,596310.4371320407
11,1089,132,6,2,2,2,0,263500,2,-0.09695635986028428,34782000,1089,-0.9179223665189227,-0.10121433536825934,596310.4371320407
12,1089,132,6,2,2,3,0,497300,2,-0.09695635986028428,65643600,1089,-0.28278226877964663,-0.10121433536825934,596310.4371320407
1,1090,161,6,2,2,1,0,528803.8155555573,2,0.10164608253780827,85137414.30444472,1090,-0.22135823049048753,0.06190273966237322,701961.4402951547
2,1090,161,6,2,2,0,0,418150,2,0.10164608253780827,67322150,1090,-0.45613551467280544,0.06190273966237322,701961.4402951547
3,1090,161,6,2,2,2,0,44000,2,0.10164608253780827,7084000,1090,-2.7077861005820782,0.06190273966237322,701961.4402951547
6,1090,161,6,2,2,5,0,2719450.6097107595,2,0.10164608253780827,437831548.1634323,1090,1.4162094226646627,0.06190273966237322,701961.4402951547
7,1090,161,6,2,2,1,0,321500,2,0.10164608253780827,51761500,1090,-0.718978190822666,0.06190273966237322,701961.4402951547
8,1090,161,6,2,3,2,0,260000,3,0.10164608253780827,41860000,1090,-0.9312941034848112,0.06190273966237322,701961.4402951547
9,1090,161,6,2,2,1,0,241000,2,0.10164608253780827,38801000,1090,-1.007178801009685,0.06190273966237322,701961.4402951547
11,1090,161,6,2,2,0,0,130000,2,0.10164608253780827,20930000,1090,-1.6244412840447566,0.06190273966237322,701961.4402951547
12,1090,161,6,2,2,2,0,250000,2,0.10164608253780827,40250000,1090,-0.9705148166380937,0.06190273966237322,701961.4402951547
1,1091,144,6,2,3,4,0,1760000,3,-0.009944982870654151,253440000,1091,0.9810933535318576,-0.029784449056150464,640462.9571820027
2,1091,144,6,2,2,1,0,65000,2,-0.009944982870654151,9360000,1091,-2.317588464604702,-0.029784449056150464,640462.9571820027
3,1091,144,6,2,2,3,0,553799.380952381,2,-0.009944982870654151,79747110.85714285,1091,-0.17517324158212233,-0.029784449056150464,640462.9571820027
4,1091,144,6,2,2,3,0,90064,2,-0.009944982870654151,12969216,1091,-1.991455205778669,-0.029784449056150464,640462.9571820027
5,1091,144,6,2,2,2,0,3687750,2,-0.009944982870654151,531036000,1091,1.7207960604598185,-0.029784449056150464,640462.9571820027
6,1091,144,6,2,3,2,416000,551000,3,-0.009944982870654151,79344000,1091,-0.18024092534742486,-0.029784449056150464,640462.9571820027
7,1091,144,6,2,2,4,0,2257023.8948000665,2,-0.009944982870654151,325011440.8512096,1091,1.2298266292350437,-0.029784449056150464,640462.9571820027
8,1091,144,6,2,3,2,0,88500,3,-0.009944982870654151,12744000,1091,-2.0089731824864554,-0.029784449056150464,640462.9571820027
9,1091,144,6,2,3,3,0,229333.33333333337,3,-0.009944982870654151,33024000.000000007,1091,-1.0567991852351053,-0.029784449056150464,640462.9571820027
10,1091,144,6,2,2,1,0,267500,2,-0.009944982870654151,38520000,1091,-0.9028561681642788,-0.029784449056150464,640462.9571820027
12,1091,144,6,2,2,2,0,255793.2,2,-0.009944982870654151,36834220.800000004,1091,-0.9476064289771173,-0.029784449056150464,640462.9571820027
1,1092,132,6,2,2,2,0,650740,2,-0.09695635986028428,85897680,1092,-0.013865557628101044,-0.10121433536825934,596310.4371320407
2,1092,132,6,2,2,1,0,927124.5073983195,2,-0.09695635986028428,122380434.97657818,1092,0.34011213423448794,-0.10121433536825934,596310.4371320407
3,1092,132,6,2,2,3,15600,773933.3333333335,2,-0.09695635986028428,102159200.00000001,1092,0.15951000273548566,-0.10121433536825934,596310.4371320407
5,1092,132,6,2,2,1,0,299240.6312737006,2,-0.09695635986028428,39499763.32812848,1092,-0.7907276979083964,-0.10121433536825934,596310.4371320407
6,1092,132,6,2,2,5,0,1495000,2,-0.09695635986028428,197340000,1092,0.8179057513244476,-0.10121433536825934,596310.4371320407
7,1092,132,6,2,2,3,0,484812.9873288989,2,-0.09695635986028428,63995314.327414654,1092,-0.3082125110592955,-0.10121433536825934,596310.4371320407
9,1092,132,6,2,2,0,0,148000,2,-0.09695635986028428,19536000,1092,-1.494763460736225,-0.10121433536825934,596310.4371320407
10,1092,132,6,2,3,1,0,348000,3,-0.09695635986028428,45936000,1092,-0.6397732547258652,-0.10121433536825934,596310.4371320407
11,1092,132,6,2,2,0,0,195000,2,-0.09695635986028428,25740000,1092,-1.218976175936593,-0.10121433536825934,596310.4371320407
12,1092,132,6,2,2,4,0,55200,2,-0.09695635986028428,7286400,1092,-2.4810127812172897,-0.10121433536825934,596310.4371320407
1,1093,176,6,2,2,4,0,1057494,2,0.1907257125914965,186118944,1093,0.47168150264513287,0.134965775296076,755168.958115655
3,1093,176,6,2,2,1,0,435066.66666666674,2,0.1907257125914965,76571733.33333334,1093,-0.41647645844928327,0.134965775296076,755168.958115655
4,1093,176,6,2,3,1,0,816000,3,0.1907257125914965,143616000,1093,0.21243862046376805,0.134965775296076,755168.958115655
7,1093,176,6,2,2,1,0,2400000,2,0.1907257125914965,422400000,1093,1.2912482818356974,0.134965775296076,755168.958115655
8,1093,176,6,2,2,1,0,100000,2,0.1907257125914965,17600000,1093,-1.886805548512248,0.134965775296076,755168.958115655
9,1093,176,6,2,2,0,0,461841.66666666674,2,0.1907257125914965,81284133.33333334,1093,-0.3567536150007804,0.134965775296076,755168.958115655
10,1093,176,6,2,2,5,0,1516666.6666666667,2,0.1907257125914965,266933333.33333334,1093,0.8322944887765473,0.134965775296076,755168.958115655
11,1093,176,6,2,2,2,0,88500,2,0.1907257125914965,15576000,1093,-2.0089731824864554,0.134965775296076,755168.958115655
12,1093,176,6,2,3,2,0,536306.7886088185,3,0.1907257125914965,94389994.79515207,1093,-0.20726937036144477,0.134965775296076,755168.958115655
1,1094,133,6,2,2,0,0,284500,2,-0.08940915422490114,37838500,1094,-0.8412424809339534,-0.09502062375777444,600015.2735102482
2,1094,133,6,2,2,1,0,326000,2,-0.08940915422490114,43358000,1094,-0.7050783531336311,-0.09502062375777444,600015.2735102482
3,1094,133,6,2,2,3,208000,1099616.6666666665,2,-0.08940915422490114,146249016.66666666,1094,0.5107411787026823,-0.09502062375777444,600015.2735102482
4,1094,133,6,2,3,3,0,290000,3,-0.08940915422490114,38570000,1094,-0.8220948115198201,-0.09502062375777444,600015.2735102482
5,1094,133,6,2,3,3,0,234000,3,-0.08940915422490114,31122000,1094,-1.036654619142638,-0.09502062375777444,600015.2735102482
6,1094,133,6,2,2,1,0,654000,2,-0.08940915422490114,86982000,1094,-0.008868383043139971,-0.09502062375777444,600015.2735102482
7,1094,133,6,2,2,2,0,498320,2,-0.08940915422490114,66276560,1094,-0.28073329355444976,-0.09502062375777444,600015.2735102482
8,1094,133,6,2,3,1,0,210000,3,-0.08940915422490114,27930000,1094,-1.1448682037828704,-0.09502062375777444,600015.2735102482
9,1094,133,6,2,3,2,124800,296400,3,-0.08940915422490114,39421200,1094,-0.8002658410784083,-0.09502062375777444,600015.2735102482
10,1094,133,6,2,3,2,104000,598666.6666666667,3,-0.08940915422490114,79622666.66666667,1094,-0.09727077430630438,-0.09502062375777444,600015.2735102482
11,1094,133,6,2,2,3,0,185540,2,-0.08940915422490114,24676820,1094,-1.2687052422752139,-0.09502062375777444,600015.2735102482
