USM,UPM,FACTOR,REGION,ZONA,tipo.viv,NivInst,x,y,tipoViv,FACTORlog,y_w,FACTORcounts,ylogc,ylogcpred,ypred
6,66,237,1,1,3,3,0,595416.6666666667,3,0.48830185868847664,141113750.00000003,66,-0.1027142939243717,0.378647698345034,963549.0867491342
7,66,237,1,1,2,7,0,162500,2,0.48830185868847664,38512500,66,-1.4012977327305478,0.378647698345034,963549.0867491342
8,66,237,1,1,3,7,0,1625000,3,0.48830185868847664,385125000,66,0.901287360263499,0.378647698345034,963549.0867491342
12,66,237,1,1,3,2,0,482083.33333333326,3,0.48830185868847664,114253749.99999999,66,-0.3138587446605623,0.378647698345034,963549.0867491342
1,67,146,1,1,3,2,0,716416.6666666666,3,0.003848339261681488,104596833.33333333,67,0.08228619988610397,-0.018404903088628327,647792.7606645807
2,67,146,1,1,3,1,0,88500,3,0.003848339261681488,12921000,67,-2.0089731824864554,-0.018404903088628327,647792.7606645807
3,67,146,1,1,3,7,83200,2325700,3,0.003848339261681488,339552200,67,1.2598006134758712,-0.018404903088628327,647792.7606645807
4,67,146,1,1,3,1,0,283666.6666666666,3,0.003848339261681488,41415333.33333333,67,-0.8441758945950752,-0.018404903088628327,647792.7606645807
5,67,146,1,1,2,3,0,773716.6666666667,2,0.003848339261681488,112962633.33333334,67,0.1592300083335445,-0.018404903088628327,647792.7606645807
8,67,146,1,1,3,2,0,222500,3,0.003848339261681488,32485000,67,-1.087048632894044,-0.018404903088628327,647792.7606645807
9,67,146,1,1,3,4,0,621925.2987846914,3,0.003848339261681488,90801093.62256494,67,-0.05915574739044693,-0.018404903088628327,647792.7606645807
10,67,146,1,1,3,3,0,542208.3333333334,3,0.003848339261681488,79162416.66666667,67,-0.1963254280715283,-0.018404903088628327,647792.7606645807
11,67,146,1,1,3,1,0,344000,3,0.003848339261681488,50224000,67,-0.6513340771269416,-0.018404903088628327,647792.7606645807
12,67,146,1,1,3,3,0,965472.6745482937,3,0.003848339261681488,140959010.48405087,67,0.3806420651016378,-0.018404903088628327,647792.7606645807
1,68,138,1,1,3,2,0,455000,3,-0.052504597289449784,62790000,68,-0.37167831554938857,-0.06484353682187517,618397.959533974
2,68,138,1,1,3,3,0,292500,3,-0.052504597289449784,40365000,68,-0.8135110678284274,-0.06484353682187517,618397.959533974
3,68,138,1,1,3,5,0,1168691.4454606292,3,-0.052504597289449784,161279419.47356683,68,0.5716642447068647,-0.06484353682187517,618397.959533974
4,68,138,1,1,3,1,0,679305,3,-0.052504597289449784,93744090,68,0.029094482188009252,-0.06484353682187517,618397.959533974
5,68,138,1,1,3,7,0,858000,3,-0.052504597289449784,118404000,68,0.26262836498762354,-0.06484353682187517,618397.959533974
6,68,138,1,1,3,2,0,1335750,3,-0.052504597289449784,184333500,68,0.7052724763375409,-0.06484353682187517,618397.959533974
7,68,138,1,1,3,5,0,1001000,3,-0.052504597289449784,138138000,68,0.4167790448148807,-0.06484353682187517,618397.959533974
8,68,138,1,1,3,3,0,583166.6666666666,3,-0.052504597289449784,80477000,68,-0.12350271136070567,-0.06484353682187517,618397.959533974
9,68,138,1,1,3,2,0,52000,3,-0.052504597289449784,7176000,68,-2.5407320159189126,-0.06484353682187517,618397.959533974
10,68,138,1,1,3,3,0,555750,3,-0.052504597289449784,76693500,68,-0.17165718165603394,-0.06484353682187517,618397.959533974
11,68,138,1,1,3,1,0,290333.3333333333,3,-0.052504597289449784,40066000,68,-0.8209460463159459,-0.06484353682187517,618397.959533974
12,68,138,1,1,3,7,0,3127258.3333333335,3,-0.052504597289449784,431561650,68,1.5559362333390094,-0.06484353682187517,618397.959533974
1,69,231,1,1,3,4,43333.333333333336,666250,3,0.4626594280751384,153903750,69,0.009689240979714242,0.35762498240717283,943504.1062142537
2,69,231,1,1,3,3,0,70000,3,0.4626594280751384,16170000,69,-2.2434804924509812,0.35762498240717283,943504.1062142537
3,69,231,1,1,3,3,4333.333333333334,1943499.9999999998,3,0.4626594280751384,448948499.99999994,69,1.080270015791939,0.35762498240717283,943504.1062142537
5,69,231,1,1,3,2,0,1389953.1563685033,3,0.4626594280751384,321079179.12112427,69,0.7450495906022105,0.35762498240717283,943504.1062142537
6,69,231,1,1,3,8,0,1495000,3,0.4626594280751384,345345000,69,0.8179057513244476,0.35762498240717283,943504.1062142537
7,69,231,1,1,3,4,0,400000,3,0.4626594280751384,92400000,69,-0.5005111873923571,0.35762498240717283,943504.1062142537
9,69,231,1,1,3,3,0,1655766.6666666665,3,0.4626594280751384,382482099.99999994,69,0.9200436887459418,0.35762498240717283,943504.1062142537
10,69,231,1,1,3,3,0,1274000,3,0.4626594280751384,294294000,69,0.6579411016317689,0.35762498240717283,943504.1062142537
2,70,246,1,1,2,7,17333.333333333336,1528583.3333333333,2,0.5255732534857076,376031500,70,0.8401209250260102,0.4093339161168155,993575.1001375422
4,70,246,1,1,3,7,0,2070166.6666666665,3,0.5255732534857076,509260999.99999994,70,1.1434086638157996,0.4093339161168155,993575.1001375422
7,70,246,1,1,3,2,0,295000,3,0.5255732534857076,72570000,70,-0.8050003781605195,0.4093339161168155,993575.1001375422
8,70,246,1,1,3,7,0,2055083.3333333335,3,0.5255732534857076,505550500.00000006,70,1.1360959431082112,0.4093339161168155,993575.1001375422
9,70,246,1,1,3,1,0,525000,3,0.5255732534857076,129150000,70,-0.22857747190871613,0.4093339161168155,993575.1001375422
12,70,246,1,1,3,2,69333.33333333334,1583291.6666666665,3,0.5255732534857076,389489749.99999994,70,0.8752855577244976,0.4093339161168155,993575.1001375422
1,71,143,1,1,2,1,0,1943499.9999999998,2,-0.016913652186747896,277920499.99999994,71,1.080270015791939,-0.03558210509863545,636760.5163582977
2,71,143,1,1,3,4,0,414453.3333333334,3,-0.016913652186747896,59266826.66666667,71,-0.4650153517075175,-0.03558210509863545,636760.5163582977
3,71,143,1,1,3,7,0,465833.33333333326,3,-0.016913652186747896,66614166.66666666,71,-0.3481478181391946,-0.03558210509863545,636760.5163582977
4,71,143,1,1,3,3,0,285000,3,-0.016913652186747896,40755000,71,-0.8394865542316889,-0.03558210509863545,636760.5163582977
5,71,143,1,1,3,2,2912000,3107000,3,-0.016913652186747896,444301000,71,1.5494371748927076,-0.03558210509863545,636760.5163582977
6,71,143,1,1,3,0,0,563333.3333333334,3,-0.016913652186747896,80556666.66666667,71,-0.15810421525132945,-0.03558210509863545,636760.5163582977
7,71,143,1,1,2,2,0,1787500,2,-0.016913652186747896,255612500,71,0.9965975400678229,-0.03558210509863545,636760.5163582977
8,71,143,1,1,3,3,0,419631.33333333326,3,-0.016913652186747896,60007280.66666666,71,-0.45259918647320596,-0.03558210509863545,636760.5163582977
10,71,143,1,1,3,7,0,556530,3,-0.016913652186747896,79583790,71,-0.17025465688194785,-0.03558210509863545,636760.5163582977
11,71,143,1,1,3,1,0,299000,3,-0.016913652186747896,42757000,71,-0.7915321611096537,-0.03558210509863545,636760.5163582977
12,71,143,1,1,4,8,0,6249831.25,4,-0.016913652186747896,893725868.75,71,2.2483340078656013,-0.03558210509863545,636760.5163582977
2,72,159,1,1,3,4,0,563333.3333333334,3,0.08914591977357667,89570000,72,-0.15810421525132945,0.05166584905814893,694812.1932852712
3,72,159,1,1,2,1,0,205833.33333333337,2,0.08914591977357667,32727500.000000007,72,-1.1649089546663163,0.05166584905814893,694812.1932852712
5,72,159,1,1,3,4,0,1183000,3,0.08914591977357667,188097000,72,0.5838331294780481,0.05166584905814893,694812.1932852712
6,72,159,1,1,3,7,0,1191666.6666666665,3,0.08914591977357667,189474999.99999997,72,0.5911324319596591,0.05166584905814893,694812.1932852712
7,72,159,1,1,2,4,0,844999.9999999999,2,0.08914591977357667,134354999.99999997,72,0.24736089285683427,0.05166584905814893,694812.1932852712
8,72,159,1,1,3,2,0,689126.5781842517,3,0.08914591977357667,109571125.93129602,72,0.0434492325345861,0.05166584905814893,694812.1932852712
9,72,159,1,1,3,3,0,1390389.3412149602,3,0.08914591977357667,221071905.2531787,72,0.7453633539967672,0.05166584905814893,694812.1932852712
10,72,159,1,1,3,3,0,390000,3,0.08914591977357667,62010000,72,-0.5258289953766475,0.05166584905814893,694812.1932852712
11,72,159,1,1,2,2,0,130000,2,0.08914591977357667,20670000,72,-1.6244412840447566,0.05166584905814893,694812.1932852712
12,72,159,1,1,2,4,208000,2970500,2,0.08914591977357667,472309500,72,1.5045098332954563,0.05166584905814893,694812.1932852712
3,73,292,1,1,2,7,0,1952600,2,0.6969955198216269,570159200,73,1.0849413622912323,0.549626124883026,1143217.4142326773
8,73,292,1,1,1,7,0,3982333.3333333335,1,0.6969955198216269,1162841333.3333335,73,1.7976474566487752,0.549626124883026,1143217.4142326773
10,73,292,1,1,3,4,0,1083333.3333333333,3,0.6969955198216269,316333333.3333333,73,0.4958222521553335,0.549626124883026,1143217.4142326773
12,73,292,1,1,2,3,0,623333.3333333334,2,0.6969955198216269,182013333.33333334,73,-0.05689431331981609,0.549626124883026,1143217.4142326773
1,74,148,1,1,2,4,0,829957.0600044612,2,0.017453991317459838,122833644.88066027,74,0.2293982300176225,-0.007236642430577034,655068.0294971938
2,74,148,1,1,2,3,0,541666.6666666666,2,0.017453991317459838,80166666.66666666,74,-0.1973249284046119,-0.007236642430577034,655068.0294971938
4,74,148,1,1,3,2,0,1141386.1333333333,3,0.017453991317459838,168925147.73333332,74,0.548022974705388,-0.007236642430577034,655068.0294971938
5,74,148,1,1,2,3,0,643166.6666666666,2,0.017453991317459838,95188666.66666666,74,-0.02557184219077513,-0.007236642430577034,655068.0294971938
6,74,148,1,1,2,4,0,1142218.7709123357,2,0.017453991317459838,169048378.0950257,74,0.5487522055932281,-0.007236642430577034,655068.0294971938
7,74,148,1,1,2,3,0,189583.3333333333,2,0.017453991317459838,28058333.333333332,74,-1.2471470529032889,-0.007236642430577034,655068.0294971938
8,74,148,1,1,2,2,0,1697700,2,0.017453991317459838,251259600,74,0.9450539383162475,-0.007236642430577034,655068.0294971938
9,74,148,1,1,3,1,0,126666.66666666667,3,0.017453991317459838,18746666.666666668,74,-1.6504167704480182,-0.007236642430577034,655068.0294971938
10,74,148,1,1,3,2,0,200000,3,0.017453991317459838,29600000,74,-1.1936583679523025,-0.007236642430577034,655068.0294971938
11,74,148,1,1,2,1,0,103500,2,0.017453991317459838,15318000,74,-1.8524041217949154,-0.007236642430577034,655068.0294971938
12,74,148,1,1,2,1,0,1172840,2,0.017453991317459838,173580320,74,0.5752077024624427,-0.007236642430577034,655068.0294971938
2,75,157,1,1,2,3,0,1169166.2666666668,2,0.07648752290165284,183559103.8666667,75,0.5720704466840889,0.04127354062766455,687628.8809199554
3,75,157,1,1,3,3,0,318500,3,0.07648752290165284,50004500,75,-0.7283532594881219,0.04127354062766455,687628.8809199554
4,75,157,1,1,3,1,0,266146.8333333334,3,0.07648752290165284,41785052.833333336,75,-0.907927573004832,0.04127354062766455,687628.8809199554
5,75,157,1,1,3,2,0,546000,3,0.07648752290165284,85722000,75,-0.18935675875543367,0.04127354062766455,687628.8809199554
6,75,157,1,1,3,2,0,234000,3,0.07648752290165284,36738000,75,-1.036654619142638,0.04127354062766455,687628.8809199554
7,75,157,1,1,2,4,0,694700,2,0.07648752290165284,109067900,75,0.051504363198496605,0.04127354062766455,687628.8809199554
8,75,157,1,1,3,2,0,1433722.6745482935,3,0.07648752290165284,225094459.90408206,75,0.7760538750333161,0.04127354062766455,687628.8809199554
9,75,157,1,1,2,3,0,230250,2,0.07648752290165284,36149250,75,-1.0528100593649228,0.04127354062766455,687628.8809199554
10,75,157,1,1,3,2,0,997750,3,0.07648752290165284,156646750,75,0.4135270094285044,0.04127354062766455,687628.8809199554
11,75,157,1,1,2,2,0,643816.6666666667,2,0.07648752290165284,101079216.66666667,75,-0.02456172801379708,0.04127354062766455,687628.8809199554
12,75,157,1,1,3,2,0,130000,3,0.07648752290165284,20410000,75,-1.6244412840447566,0.04127354062766455,687628.8809199554
2,76,165,1,1,3,7,0,949000.0000000001,3,0.12618719145392543,156585000.00000003,76,0.3634330641095893,0.08193304529167063,716163.7054991325
3,76,165,1,1,3,7,53237.83257383963,3781758.707731844,3,0.12618719145392543,623990186.7757542,76,1.7459687125060785,0.08193304529167063,716163.7054991325
4,76,165,1,1,4,2,0,601250,4,0.12618719145392543,99206250,76,-0.09296491308036892,0.08193304529167063,716163.7054991325
5,76,165,1,1,3,1,0,570218.6149843505,3,0.12618719145392543,94086071.47241783,76,-0.14595591214225045,0.08193304529167063,716163.7054991325
6,76,165,1,1,3,1,0,105083.33333333331,3,0.12618719145392543,17338749.999999996,76,-1.8372220483234205,0.08193304529167063,716163.7054991325
7,76,165,1,1,3,1,0,1300000,3,0.12618719145392543,214500000,76,0.6781438089492884,0.08193304529167063,716163.7054991325
8,76,165,1,1,3,6,0,1605500,3,0.12618719145392543,264907500,76,0.8892147790292295,0.08193304529167063,716163.7054991325
9,76,165,1,1,3,7,0,1719150.3023721478,3,0.12618719145392543,283659799.8914044,76,0.9576097029951427,0.08193304529167063,716163.7054991325
11,76,165,1,1,2,1,0,196400,2,0.12618719145392543,32406000,76,-1.2118223385799745,0.08193304529167063,716163.7054991325
2,77,182,1,1,2,7,1872000,2882000,2,0.22424840463014029,524524000,77,1.4742640420591275,0.16238604539279486,776162.4025264548
3,77,182,1,1,2,8,2080000,3813333.333333333,2,0.22424840463014029,694026666.6666666,77,1.7542832417653393,0.16238604539279486,776162.4025264548
4,77,182,1,1,2,2,0,716958.3333333334,2,0.22424840463014029,130486416.66666667,77,0.0830419919048726,0.16238604539279486,776162.4025264548
7,77,182,1,1,2,0,0,366000,2,0.22424840463014029,66612000,77,-0.589342401098973,0.16238604539279486,776162.4025264548
8,77,182,1,1,2,6,0,600166.6666666666,2,0.22424840463014029,109230333.33333333,77,-0.09476834007951851,0.16238604539279486,776162.4025264548
9,77,182,1,1,4,1,0,173333.33333333337,4,0.22424840463014029,31546666.666666675,77,-1.3367592115929767,0.16238604539279486,776162.4025264548
10,77,182,1,1,3,2,0,1593583.3333333333,3,0.22424840463014029,290032166.6666666,77,0.8817646937746346,0.16238604539279486,776162.4025264548
11,77,182,1,1,2,1,0,146250,2,0.22424840463014029,26617500,77,-1.5066582483883728,0.16238604539279486,776162.4025264548
12,77,182,1,1,2,0,0,1161875,2,0.22424840463014029,211461250,77,0.5658146239753687,0.16238604539279486,776162.4025264548
1,78,179,1,1,2,3,62400,1008210.0267677894,2,0.20762752339410007,180469594.7914343,78,0.42395605231574685,0.14886218264760875,765736.3478980988
3,78,179,1,1,3,2,0,669500.0000000001,3,0.20762752339410007,119840500.00000001,78,0.014555430630887045,0.14886218264760875,765736.3478980988
4,78,179,1,1,2,3,0,501583.3333333334,2,0.20762752339410007,89783416.66666667,78,-0.27420597274056924,0.14886218264760875,765736.3478980988
6,78,179,1,1,2,4,9758028.8,10901546.5,2,0.20762752339410007,1951376823.5,78,2.804684204386721,0.14886218264760875,765736.3478980988
7,78,179,1,1,2,2,0,1040000,2,0.20762752339410007,186160000,78,0.45500025763507956,0.14886218264760875,765736.3478980988
9,78,179,1,1,2,2,0,146250,2,0.20762752339410007,26178750,78,-1.5066582483883728,0.14886218264760875,765736.3478980988
10,78,179,1,1,2,1,0,438100,2,0.20762752339410007,78419900,78,-0.40952853968048686,0.14886218264760875,765736.3478980988
11,78,179,1,1,2,7,0,1192100,2,0.20762752339410007,213385900,78,0.5914960022236162,0.14886218264760875,765736.3478980988
12,78,179,1,1,3,1,0,1408333.3333333333,3,0.20762752339410007,252091666.66666666,78,0.7581865166228248,0.14886218264760875,765736.3478980988
5,79,236,1,1,2,7,0,5070000,2,0.48407352257895564,1196520000,79,2.039120362084889,0.37516628046705514,960200.4021995915
7,79,236,1,1,3,4,0,4940000,3,0.48407352257895564,1165840000,79,2.013144875681629,0.37516628046705514,960200.4021995915
9,79,236,1,1,2,4,0,4311666.666666667,2,0.48407352257895564,1017553333.3333334,79,1.8771040714516811,0.37516628046705514,960200.4021995915
10,79,236,1,1,3,1,0,368000,3,0.48407352257895564,86848000,79,-0.5838927963314084,0.37516628046705514,960200.4021995915
11,79,236,1,1,3,2,0,307466.0216372965,3,0.48407352257895564,72561981.10640197,79,-0.7636111520997027,0.37516628046705514,960200.4021995915
12,79,236,1,1,3,4,0,3352050,3,0.48407352257895564,791083800,79,1.6253516434581652,0.37516628046705514,960200.4021995915
3,80,615,1,1,1,8,17333.333333333336,7990666.666666666,1,1.4418639853598627,4914260000,80,2.494053738409626,1.1602103724057327,2105242.848469413
4,80,615,1,1,1,7,0,2969897.45,1,1.4418639853598627,1826486931.75,80,1.5043069680807513,1.1602103724057327,2105242.848469413
10,81,1380,1,1,1,7,0,3130833.3333333335,1,2.2500804957045952,4320550000,81,1.557078754279674,1.8226673974927083,4083228.00383567
7,82,256,1,1,1,7,2439507.2,4785187.2,1,0.5654191620329074,1225007923.2,82,1.9813046908785132,0.44196911245568893,1026535.5282900346
9,82,256,1,1,1,7,416000,2513959.5,1,0.5654191620329074,643573632,82,1.3376385447348866,0.44196911245568893,1026535.5282900346
11,82,256,1,1,2,4,0,910000,2,0.5654191620329074,232960000,82,0.3214688650105568,0.44196911245568893,1026535.5282900346
12,82,256,1,1,3,7,520962,2531146.366666666,3,0.5654191620329074,647973469.8666666,82,1.3444518539525951,0.44196911245568893,1026535.5282900346
2,83,230,1,1,2,2,0,1514916.6666666667,2,0.4583210264765407,348430833.3333334,83,0.8311399764297214,0.35407408286751296,940159.7591520931
4,83,230,1,1,3,1,0,183333.33333333337,3,0.4583210264765407,42166666.66666668,83,-1.2806697449419318,0.35407408286751296,940159.7591520931
5,83,230,1,1,3,7,0,677083.3333333335,3,0.4583210264765407,155729166.66666672,83,0.025818622909598687,0.35407408286751296,940159.7591520931
6,83,230,1,1,3,7,0,2835902.786363636,3,0.4583210264765407,652257640.8636363,83,1.458139874131028,0.35407408286751296,940159.7591520931
8,83,230,1,1,3,8,0,7800000,3,0.4583210264765407,1794000000,83,2.469903278177343,0.35407408286751296,940159.7591520931
1,84,282,1,1,3,4,0,2872397.45,3,0.662148788491459,810016080.9000001,84,1.4709265739760635,0.5211410939341188,1111112.2597722553
3,84,282,1,1,3,7,0,815301.733943193,3,0.662148788491459,229915088.97198042,84,0.21158253592106924,0.5211410939341188,1111112.2597722553
4,84,282,1,1,3,7,0,2747509.666666667,3,0.662148788491459,774797726.0000001,84,1.4264744701212635,0.5211410939341188,1111112.2597722553
6,84,282,1,1,2,4,0,1040000,2,0.662148788491459,293280000,84,0.45500025763507956,0.5211410939341188,1111112.2597722553
1,85,123,1,1,3,7,686400,3351400,3,-0.1675739270742378,412222200,85,1.625157713466285,-0.15906998973743114,562789.5430045099
2,85,123,1,1,3,4,0,3598833.3333333335,3,-0.1675739270742378,442656500,85,1.696389263346438,-0.15906998973743114,562789.5430045099
4,85,123,1,1,2,7,0,704166.6666666665,2,-0.1675739270742378,86612499.99999999,85,0.06503933606287937,-0.15906998973743114,562789.5430045099
5,85,123,1,1,3,2,0,390000,3,-0.1675739270742378,47970000,85,-0.5258289953766475,-0.15906998973743114,562789.5430045099
6,85,123,1,1,3,7,0,4224112.015763254,3,-0.1675739270742378,519565777.9388802,85,1.856588609417484,-0.15906998973743114,562789.5430045099
7,85,123,1,1,2,7,0,1826930.344827586,2,-0.1675739270742378,224712432.4137931,85,1.0184166957144143,-0.15906998973743114,562789.5430045099
8,85,123,1,1,4,7,0,1072500,4,-0.1675739270742378,131917500,85,0.48577191630183236,-0.15906998973743114,562789.5430045099
9,85,123,1,1,3,2,0,200000,3,-0.1675739270742378,24600000,85,-1.1936583679523025,-0.15906998973743114,562789.5430045099
10,85,123,1,1,3,7,0,1895833.3333333335,3,-0.1675739270742378,233187500.00000003,85,1.0554380400907561,-0.15906998973743114,562789.5430045099
12,85,123,1,1,3,7,893498.4335103243,3428498.4335103245,3,-0.1675739270742378,421705307.3217699,85,1.6479019353216344,-0.15906998973743114,562789.5430045099
1,86,203,1,1,3,4,0,420333.3333333334,3,0.3334476965951323,85327666.66666667,86,-0.4509276872035297,0.2518714982640432,848820.0705076474
3,86,203,1,1,3,3,0,260000,3,0.3334476965951323,52780000,86,-0.9312941034848112,0.2518714982640432,848820.0705076474
4,86,203,1,1,3,3,0,985833.3333333335,3,0.3334476965951323,200124166.6666667,86,0.4015115726840932,0.2518714982640432,848820.0705076474
5,86,203,1,1,3,7,0,1778316.916666667,3,0.3334476965951323,360998334.0833334,86,0.9914469090346358,0.2518714982640432,848820.0705076474
6,86,203,1,1,3,3,1248000,2634666.666666667,3,0.3334476965951323,534837333.3333334,86,1.3845362162592547,0.2518714982640432,848820.0705076474
10,86,203,1,1,3,3,0,455000,3,0.3334476965951323,92365000,86,-0.37167831554938857,0.2518714982640432,848820.0705076474
11,86,203,1,1,3,7,0,574166.6666666666,3,0.3334476965951323,116555833.33333333,86,-0.1390560202806359,0.2518714982640432,848820.0705076474
12,86,203,1,1,3,1,0,199333.33333333337,3,0.3334476965951323,40464666.66666667,86,-1.1969972692178175,0.2518714982640432,848820.0705076474
1,87,146,1,1,3,3,0,1934833.3333333333,3,0.003848339261681488,282485666.6666666,87,1.0758007346096417,-0.018404903088628327,647792.7606645807
3,87,146,1,1,3,3,0,942108.0377723251,3,0.003848339261681488,137547773.51475945,87,0.35614422327919115,-0.018404903088628327,647792.7606645807
4,87,146,1,1,3,3,520000,2663375,3,0.003848339261681488,388852750,87,1.3953736600251911,-0.018404903088628327,647792.7606645807
5,87,146,1,1,2,2,0,350000,2,0.003848339261681488,51100000,87,-0.6340425800168799,-0.018404903088628327,647792.7606645807
6,87,146,1,1,3,2,0,195000,3,0.003848339261681488,28470000,87,-1.218976175936593,-0.018404903088628327,647792.7606645807
7,87,146,1,1,3,3,0,717976.5781842517,3,0.003848339261681488,104824580.41490075,87,0.08446121310251264,-0.018404903088628327,647792.7606645807
8,87,146,1,1,2,2,0,156000,2,0.003848339261681488,22776000,87,-1.4421197272508017,-0.018404903088628327,647792.7606645807
9,87,146,1,1,3,1,0,190833.33333333337,3,0.003848339261681488,27861666.66666667,87,-1.2405752877400538,-0.018404903088628327,647792.7606645807
10,87,146,1,1,3,3,0,542833.3333333333,3,0.003848339261681488,79253666.66666666,87,-0.19517339845216064,-0.018404903088628327,647792.7606645807
11,87,146,1,1,3,4,0,472000,3,0.003848339261681488,68912000,87,-0.3349967489147847,-0.018404903088628327,647792.7606645807
12,87,146,1,1,3,1,0,805151.0521228346,3,0.003848339261681488,117552053.60993385,87,0.19905416770420814,-0.018404903088628327,647792.7606645807
2,88,207,1,1,3,1,0,300000,3,0.35296051081871394,62100000,88,-0.7881932598441388,0.26782019423396186,862466.1732656786
3,88,207,1,1,2,3,405600,2896475,2,0.35296051081871394,599570325,88,1.4792740248925824,0.26782019423396186,862466.1732656786
4,88,207,1,1,3,4,0,953333.3333333335,3,0.35296051081871394,197340000.00000003,88,0.36798888064544855,0.26782019423396186,862466.1732656786
5,88,207,1,1,2,4,92371.19337931047,1220064.4456107179,2,0.35296051081871394,252553340.2414186,88,0.6146832261028905,0.26782019423396186,862466.1732656786
6,88,207,1,1,3,1,17333.333333333336,1363934.911517585,3,0.35296051081871394,282334526.6841401,88,0.7261533839357384,0.26782019423396186,862466.1732656786
8,88,207,1,1,3,6,0,985833.3333333335,3,0.35296051081871394,204067500.00000003,88,0.4015115726840932,0.26782019423396186,862466.1732656786
10,88,207,1,1,3,0,0,418333.3333333334,3,0.35296051081871394,86595000.00000001,88,-0.45569717160256396,0.26782019423396186,862466.1732656786
11,88,207,1,1,4,1,0,511262.7259614259,4,0.35296051081871394,105831384.27401517,88,-0.25509213559703525,0.26782019423396186,862466.1732656786
6,89,230,1,1,1,7,0,3332245.3666666667,1,0.4583210264765407,766416434.3333334,89,1.6194259055309246,0.35407408286751296,940159.7591520931
7,89,230,1,1,3,1,0,78000,3,0.4583210264765407,17940000,89,-2.135266907810747,0.35407408286751296,940159.7591520931
8,89,230,1,1,3,4,416000,2037693.2522314074,3,0.4583210264765407,468669448.0132237,89,1.1275979538378547,0.35407408286751296,940159.7591520931
9,89,230,1,1,4,2,0,542240,4,0.4583210264765407,124715200,89,-0.196267026641598,0.35407408286751296,940159.7591520931
10,89,230,1,1,3,3,0,1387168.6639275453,3,0.4583210264765407,319048792.7033354,89,0.7430442818298655,0.35407408286751296,940159.7591520931
12,89,230,1,1,3,4,0,768083.3333333333,3,0.4583210264765407,176659166.66666666,89,0.151922499705325,0.35407408286751296,940159.7591520931
2,90,199,1,1,3,3,0,2632500,3,0.3135465422778374,523867500,90,1.3837135095077908,0.23560379387558203,835123.4250645348
3,90,199,1,1,1,8,69333.33333333334,2695814.3333333335,1,0.3135465422778374,536467052.3333334,90,1.407479867702424,0.23560379387558203,835123.4250645348
4,90,199,1,1,1,3,0,1343333.3333333335,1,0.3135465422778374,267323333.33333337,90,0.7109336317722796,0.23560379387558203,835123.4250645348
6,90,199,1,1,2,7,0,2786443.6157772304,2,0.3135465422778374,554502279.5396688,90,1.4405456375215469,0.23560379387558203,835123.4250645348
7,90,199,1,1,2,3,0,894465,2,0.3135465422778374,177998535,90,0.30425003967844155,0.23560379387558203,835123.4250645348
8,90,199,1,1,2,1,624000,1024000,2,0.3135465422778374,203776000,90,0.43949607109911426,0.23560379387558203,835123.4250645348
9,90,199,1,1,2,2,0,228839.33928301363,2,0.3135465422778374,45539028.51731971,90,-1.0589555523484826,0.23560379387558203,835123.4250645348
11,90,199,1,1,3,7,3120000,5620000,3,0.3135465422778374,1118380000,90,2.142111208387398,0.23560379387558203,835123.4250645348
1,91,151,1,1,2,4,0,1509880.965081343,2,0.03752155436826943,227992025.7272828,91,0.8278103611293393,0.009303430658128595,665993.0034523915
2,91,151,1,1,3,0,0,664489.0698193174,3,0.03752155436826943,100337849.54271694,91,0.00704269478828401,0.009303430658128595,665993.0034523915
3,91,151,1,1,3,6,138666.6666666667,2466749.9999999995,3,0.03752155436826943,372479249.99999994,91,1.318681039236937,0.009303430658128595,665993.0034523915
4,91,151,1,1,3,3,0,688349.9999999999,3,0.03752155436826943,103940849.99999999,91,0.042321695008611826,0.009303430658128595,665993.0034523915
5,91,151,1,1,2,7,10400,1058091.6666666667,2,0.03752155436826943,159771841.6666667,91,0.4722465156266278,0.009303430658128595,665993.0034523915
6,91,151,1,1,4,3,53237.83257383963,885199.4516214586,4,0.03752155436826943,133665117.19484025,91,0.29383725417959283,0.009303430658128595,665993.0034523915
7,91,151,1,1,3,3,0,2665000,3,0.03752155436826943,402415000,91,1.395983602099605,0.009303430658128595,665993.0034523915
9,91,151,1,1,2,2,0,815540,2,0.03752155436826943,123146540,91,0.2118747360206168,0.009303430658128595,665993.0034523915
10,91,151,1,1,2,3,0,567883.3333333333,2,0.03752155436826943,85750383.33333333,91,-0.15005973593749644,0.009303430658128595,665993.0034523915
11,91,151,1,1,3,4,0,1380500,3,0.03752155436826943,208455500,91,0.738225296869869,0.009303430658128595,665993.0034523915
12,91,151,1,1,3,2,0,88500,3,0.03752155436826943,13363500,91,-2.0089731824864554,0.009303430658128595,665993.0034523915
1,92,172,1,1,4,4,20800,2819050,4,0.16773619436679787,484876600,92,1.4521794932425731,0.11609608617291625,741052.7576525105
3,92,172,1,1,2,2,0,280833.3333333334,2,0.16773619436679787,48303333.33333334,92,-0.854214360941933,0.11609608617291625,741052.7576525105
5,92,172,1,1,1,4,0,2145000,1,0.16773619436679787,368940000,92,1.1789190968617778,0.11609608617291625,741052.7576525105
7,92,172,1,1,3,0,0,83500,3,0.16773619436679787,14362000,92,-2.0671291026435306,0.11609608617291625,741052.7576525105
8,92,172,1,1,2,3,0,969583.3333333334,2,0.16773619436679787,166768333.33333334,92,0.384890691448053,0.11609608617291625,741052.7576525105
